-5.000000000000000000e+00,1.780472488055508506e+00
-4.795918367346938993e+00,1.076655769348271008e+01
-4.591836734693877986e+00,1.217034641456449862e+01
-4.387755102040816091e+00,1.035306492166476033e+01
-4.183673469387755084e+00,3.452835964688107140e+01
-3.979591836734694077e+00,1.695002312574308689e+01
-3.775510204081632626e+00,3.837598439282620433e+01
-3.571428571428571175e+00,3.453963153247293150e+01
-3.367346938775510168e+00,2.862355789547849483e+01
-3.163265306122449161e+00,4.823774432687957869e+01
-2.959183673469387710e+00,3.805847442961554350e+01
-2.755102040816326259e+00,3.819070145334646327e+01
-2.551020408163265252e+00,6.396345801265574949e+01
-2.346938775510204245e+00,6.184118723087281211e+01
-2.142857142857142794e+00,6.735714154816713517e+01
-1.938775510204081343e+00,5.303732166328179432e+01
-1.734693877551020336e+00,5.441803528389047528e+01
-1.530612244897959329e+00,4.768643386035370213e+01
-1.326530612244897878e+00,6.739311295972943583e+01
-1.122448979591836427e+00,5.008247845253028174e+01
-9.183673469387754196e-01,5.716456378611982814e+01
-7.142857142857144126e-01,5.166403268779362179e+01
-5.102040816326525174e-01,7.222490768542553496e+01
-3.061224489795915105e-01,5.885355071547534322e+01
-1.020408163265305035e-01,6.465121402390104777e+01
1.020408163265305035e-01,7.178412602112858565e+01
3.061224489795915105e-01,6.648921137091268463e+01
5.102040816326534056e-01,5.424588419332270206e+01
7.142857142857144126e-01,6.095134914203246268e+01
9.183673469387754196e-01,5.809098947533360047e+01
1.122448979591837315e+00,4.966479983849797719e+01
1.326530612244898322e+00,6.715201493841402680e+01
1.530612244897959329e+00,5.776251942372626047e+01
1.734693877551020336e+00,6.498754911581364979e+01
1.938775510204081343e+00,6.138053775915681598e+01
2.142857142857143238e+00,5.886697163013499789e+01
2.346938775510204245e+00,7.528809389202984903e+01
2.551020408163265252e+00,6.560410668518176180e+01
2.755102040816327147e+00,7.093894741036035612e+01
2.959183673469388154e+00,7.277922736271271731e+01
3.163265306122449161e+00,8.566517087053416901e+01
3.367346938775510168e+00,8.824548339844957923e+01
3.571428571428571175e+00,9.322849195446866588e+01
3.775510204081632182e+00,9.431162249574043699e+01
3.979591836734694965e+00,8.120110710090177975e+01
4.183673469387755972e+00,1.009943061026123132e+02
4.387755102040816979e+00,9.744647910203653396e+01
4.591836734693877986e+00,1.158008831217926229e+02
4.795918367346938993e+00,1.126482484398188149e+02
5.000000000000000000e+00,1.142023501504083072e+02
